,date,FTR,bk_H,bk_D,bk_A,Prob_bk_H,Prob_bk_D,Prob_bk_A,possession_h_moy,possession_a_moy,points_h,points_a,points_h_last_5,points_a_last_5,total_goals_h,total_goals_a,total_goals_taken_h,total_goals_taken_a,total_ontarget_h,total_ontarget_a,total_shot_off_target_h,total_shot_off_target_a,total_blocked_scoring_att_h,total_blocked_scoring_att_a,mean_rating_home,mean_rating_away,H_Arsenal,H_Aston Villa,H_Burnley,H_Chelsea,H_Crystal Palace,H_Everton,H_Hull,H_Leicester,H_Liverpool,H_Man City,H_Man United,H_Southampton,H_Stoke,H_Sunderland,H_Swansea,H_Tottenham,H_West Brom,H_West Ham,A_Arsenal,A_Aston Villa,A_Burnley,A_Chelsea,A_Crystal Palace,A_Everton,A_Hull,A_Leicester,A_Liverpool,A_Man City,A_Man United,A_Southampton,A_Stoke,A_Sunderland,A_Swansea,A_Tottenham,A_West Brom,A_West Ham
158,2015-01-01,1,4.45,3.55,2.05,0.225,0.282,0.488,51.46,60.49,21,30,10,11,18,26,21,18,57,77,140,45,76,58,6.85,6.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,2015-01-01,0,6.0,4.04,1.85,0.167,0.248,0.541,53.98,58.09,28,43,11,13,19,38,22,11,72,98,120,55,60,76,6.86,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2015-01-01,1,1.88,3.77,4.6,0.532,0.265,0.217,45.03,52.73,25,17,7,4,27,16,23,23,76,60,127,52,68,60,6.89,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
161,2015-10-01,0,3.69,3.5,2.3,0.271,0.286,0.435,41.97,54.99,15,31,3,13,17,24,27,25,59,80,108,46,63,61,6.73,6.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,2015-10-01,1,4.52,4.02,1.92,0.221,0.249,0.521,58.6,60.66,18,42,1,13,24,40,29,17,83,107,142,61,66,90,6.77,7.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163,2015-10-01,0,2.3,3.4,3.89,0.435,0.294,0.257,43.94,44.4,14,21,4,3,17,11,29,20,60,49,122,46,54,48,6.75,6.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2015-10-01,2,4.58,3.6,2.12,0.218,0.278,0.472,47.24,56.57,17,26,3,8,17,25,29,24,57,93,99,76,62,88,6.68,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165,2015-10-01,1,2.3,3.54,3.58,0.435,0.282,0.279,47.65,46.28,24,26,6,5,20,28,21,24,56,79,130,47,40,70,6.84,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,2015-10-01,0,2.05,3.4,4.57,0.488,0.294,0.219,46.34,46.98,18,15,5,6,17,17,24,24,63,52,122,53,63,49,6.71,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167,2015-11-01,0,1.5,4.75,8.17,0.667,0.211,0.122,53.76,52.82,27,22,7,8,28,19,23,22,104,59,146,69,84,80,6.96,6.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
168,2015-11-01,2,1.87,3.8,4.95,0.535,0.263,0.202,56.76,51.59,31,30,9,10,27,28,19,14,79,77,131,65,58,52,6.93,6.94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,2015-01-17,2,4.88,3.7,1.91,0.205,0.27,0.524,47.19,56.57,21,29,3,11,11,26,21,24,50,97,130,76,53,95,6.7,6.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170,2015-01-17,2,2.57,3.25,3.32,0.389,0.308,0.301,37.58,42.31,15,18,5,5,13,19,26,28,50,66,113,49,51,70,6.75,6.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2015-01-17,2,2.63,3.36,3.04,0.38,0.298,0.329,44.16,52.82,17,22,7,7,18,19,29,25,63,61,133,69,57,81,6.76,6.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172,2015-01-17,2,7.17,4.38,1.57,0.139,0.228,0.637,50.65,58.09,25,43,7,10,21,41,22,16,59,105,130,55,51,79,6.84,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2015-01-17,0,1.62,4.35,6.5,0.617,0.23,0.154,52.44,43.45,31,17,10,2,25,17,27,30,85,58,118,39,62,64,6.87,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
174,2015-01-18,2,1.83,4.17,4.57,0.546,0.24,0.219,58.12,62.14,43,30,11,7,41,31,18,23,109,110,190,55,95,85,7.05,6.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2015-01-18,0,1.79,3.75,5.5,0.559,0.267,0.182,44.76,46.98,27,15,5,6,29,17,25,25,84,54,138,53,71,52,6.89,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,2015-01-19,1,1.9,3.67,5.0,0.526,0.272,0.2,52.98,52.61,19,21,1,7,25,18,30,24,87,66,130,57,69,64,6.77,6.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
177,2015-01-31,1,2.2,3.52,3.84,0.455,0.284,0.26,56.69,61.03,46,43,10,8,46,41,16,20,116,113,176,64,81,100,7.16,7.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,2015-01-31,2,2.8,3.3,3.07,0.357,0.303,0.326,43.75,59.26,21,20,7,2,22,25,30,30,70,91,125,48,72,78,6.76,6.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,2015-01-31,0,1.7,4.25,5.75,0.588,0.235,0.174,51.44,47.06,32,30,13,5,28,32,24,25,102,90,179,54,97,75,6.94,6.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,2015-01-31,0,1.38,5.5,10.15,0.725,0.182,0.099,53.26,43.66,31,17,6,7,27,18,20,30,79,66,128,63,60,58,6.92,6.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,2015-01-31,0,2.36,3.32,3.75,0.424,0.301,0.267,43.42,43.64,17,15,1,4,18,15,32,29,62,54,101,57,66,54,6.66,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2015-01-31,2,3.09,3.3,2.73,0.324,0.303,0.366,49.56,55.97,22,34,5,10,18,27,24,28,66,92,143,54,67,73,6.73,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
183,2015-01-02,0,1.29,6.5,15.0,0.775,0.154,0.067,53.08,44.81,33,21,10,2,33,11,23,23,113,54,161,53,87,57,7.03,6.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2015-01-02,2,1.67,4.0,7.0,0.599,0.25,0.143,50.25,52.03,33,25,13,7,29,21,14,27,78,59,153,51,55,56,6.94,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,2015-07-02,2,10.8,5.25,1.45,0.093,0.19,0.69,48.31,56.39,21,47,2,8,11,47,28,17,56,118,152,56,59,81,6.66,7.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2015-07-02,1,3.51,3.47,2.31,0.285,0.288,0.433,55.69,57.37,23,35,5,13,26,30,30,24,93,109,147,85,84,102,6.8,6.96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,2015-07-02,2,2.45,3.31,3.36,0.408,0.302,0.298,39.51,43.38,17,21,7,7,19,22,33,31,67,73,129,54,58,77,6.73,6.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2015-07-02,1,1.22,8.0,19.0,0.82,0.125,0.053,54.62,46.98,44,15,6,6,42,17,21,28,118,57,175,53,100,55,7.01,6.77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189,2015-07-02,1,1.97,3.52,4.78,0.508,0.284,0.209,47.92,43.97,28,20,7,4,22,20,27,32,60,65,125,41,58,69,6.82,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
190,2015-07-02,0,3.44,3.64,2.31,0.291,0.275,0.433,54.36,60.57,37,36,10,12,30,38,28,23,96,121,169,58,76,89,6.9,7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2015-08-02,1,2.62,3.3,3.25,0.382,0.303,0.308,42.37,51.21,15,22,1,5,15,18,31,27,58,70,138,62,56,71,6.74,6.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,2015-08-02,1,4.3,3.72,2.0,0.233,0.269,0.5,48.84,61.58,30,34,5,6,32,30,27,21,92,84,154,57,78,63,6.9,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
193,2015-10-02,0,1.3,6.14,12.21,0.769,0.163,0.082,51.42,45.21,36,17,9,4,39,19,25,34,124,72,161,71,90,64,7.07,6.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,2015-10-02,0,2.38,3.21,3.97,0.42,0.312,0.252,44.88,45.37,16,21,4,1,18,12,29,30,60,57,141,58,56,61,6.77,6.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2015-10-02,0,1.93,3.84,4.36,0.518,0.26,0.229,54.78,55.97,36,40,11,12,30,32,24,29,115,104,187,64,109,81,6.96,6.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,2015-11-02,0,1.4,5.68,11.14,0.714,0.176,0.09,54.82,58.02,50,24,8,6,49,26,18,30,123,94,164,52,84,85,7.13,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,2015-11-02,0,1.32,6.0,13.0,0.758,0.167,0.077,53.23,44.76,35,16,6,2,31,17,22,33,90,63,144,59,69,61,6.93,6.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2015-11-02,1,1.75,4.14,5.57,0.571,0.242,0.18,49.89,46.53,33,31,10,6,29,33,15,28,84,98,174,60,60,79,6.91,6.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,2015-11-02,2,5.75,4.19,1.73,0.174,0.239,0.578,52.58,62.08,25,45,10,6,20,43,25,22,64,123,188,69,85,108,6.85,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200,2015-11-02,0,2.55,3.27,3.45,0.392,0.306,0.29,46.28,52.72,23,29,6,5,20,23,29,28,75,67,151,57,75,61,6.71,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,2015-02-21,2,2.7,3.25,3.04,0.37,0.308,0.329,46.51,52.63,21,25,0,7,12,21,32,29,61,69,156,76,63,89,6.65,6.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202,2015-02-21,1,1.21,7.5,19.0,0.826,0.133,0.053,50.27,44.76,53,16,10,2,50,18,18,36,130,66,165,59,90,65,7.12,6.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2015-02-21,2,5.03,3.84,1.85,0.199,0.26,0.541,43.45,60.22,24,39,10,12,23,41,31,26,75,131,161,61,81,97,6.79,7.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2015-02-21,1,2.87,3.21,3.0,0.348,0.312,0.333,44.25,49.91,21,26,4,8,21,22,33,29,66,79,120,66,70,79,6.69,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205,2015-02-21,0,4.2,3.6,2.19,0.238,0.278,0.457,51.72,61.19,29,38,5,8,23,34,30,23,70,97,155,60,62,70,6.8,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
206,2015-02-22,1,1.86,3.7,5.23,0.538,0.27,0.191,51.62,45.21,24,17,6,3,26,20,31,36,98,76,145,71,86,66,6.79,6.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,2015-02-22,2,2.66,3.38,3.09,0.376,0.296,0.324,53.17,56.75,34,39,8,13,29,33,15,26,91,122,176,90,67,113,6.91,6.96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
208,2015-02-22,1,1.83,4.02,4.94,0.546,0.249,0.202,50.97,46.53,40,32,9,6,34,33,32,28,109,99,174,60,87,82,6.9,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,2015-02-28,2,2.7,3.35,3.2,0.37,0.299,0.312,44.0,51.32,17,32,2,7,19,25,37,31,71,76,156,59,66,65,6.76,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
210,2015-02-28,0,1.4,5.25,11.0,0.714,0.19,0.091,54.98,45.35,38,22,7,5,35,21,25,33,100,68,151,47,76,75,6.94,6.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211,2015-02-28,0,2.04,3.5,4.75,0.49,0.286,0.211,46.65,46.15,28,19,7,7,23,20,30,29,75,64,168,57,91,58,6.84,6.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,2015-02-28,0,3.5,3.27,2.4,0.286,0.306,0.417,48.21,54.5,27,34,6,7,22,29,29,17,80,96,163,79,80,72,6.74,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,2015-02-28,2,2.28,3.5,3.9,0.439,0.286,0.256,40.86,44.18,33,24,6,9,35,24,30,33,104,78,160,63,85,91,6.91,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2015-01-03,0,1.57,4.5,6.6,0.637,0.222,0.152,55.13,58.02,42,25,12,6,43,28,27,33,135,101,187,63,100,90,7.08,6.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215,2015-01-03,0,3.29,3.62,2.4,0.304,0.276,0.417,55.48,62.08,42,48,13,6,35,47,26,23,126,131,218,69,114,111,6.96,7.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
216,2015-03-03,0,2.95,3.14,2.88,0.339,0.318,0.347,45.34,48.82,21,30,0,8,13,23,34,29,63,83,158,68,64,82,6.64,6.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
217,2015-03-03,1,2.28,3.3,3.9,0.439,0.303,0.256,43.96,45.35,19,22,4,5,20,21,30,35,64,71,135,47,58,75,6.77,6.68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
218,2015-03-03,0,1.71,3.88,6.0,0.585,0.258,0.167,47.05,44.18,34,27,4,9,29,27,18,34,98,83,179,63,72,95,6.87,6.81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2015-04-03,0,1.4,5.37,10.0,0.714,0.186,0.1,49.89,44.91,45,17,13,2,37,19,27,38,131,77,196,64,115,68,6.96,6.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2015-04-03,0,1.26,7.2,13.0,0.794,0.139,0.077,53.97,45.21,48,18,5,1,48,22,25,38,132,80,198,71,111,70,7.0,6.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,2015-04-03,0,2.65,3.36,3.2,0.377,0.298,0.312,51.35,58.02,31,25,9,5,24,28,30,35,77,103,190,63,99,92,6.84,6.78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,2015-04-03,0,1.79,3.99,5.25,0.559,0.251,0.19,52.6,51.32,41,35,10,10,36,26,34,31,117,78,185,59,94,65,6.9,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,2015-04-03,2,6.25,4.24,1.65,0.16,0.236,0.606,47.84,56.78,33,54,3,11,36,51,33,19,109,135,189,70,91,93,6.9,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2015-03-14,0,1.4,5.75,10.0,0.714,0.174,0.1,50.87,47.93,45,33,12,3,45,36,27,34,139,114,202,77,106,98,7.1,6.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,2015-03-14,0,8.0,5.15,1.46,0.125,0.194,0.685,47.7,62.65,17,51,2,8,19,50,40,25,78,141,198,76,72,117,6.74,7.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
226,2015-03-14,1,2.25,3.3,4.05,0.444,0.303,0.247,42.58,45.76,18,20,1,5,22,21,40,31,82,69,162,65,73,59,6.71,6.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
227,2015-03-14,2,2.4,3.29,3.6,0.417,0.304,0.278,46.21,46.88,23,24,6,3,22,15,36,35,74,71,137,64,77,66,6.69,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2015-03-14,0,2.56,3.25,3.5,0.391,0.308,0.286,45.84,52.33,30,34,8,12,24,26,31,30,84,80,168,86,83,104,6.74,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,2015-03-15,1,1.62,4.0,7.0,0.617,0.25,0.143,54.64,55.09,57,37,11,4,52,30,19,18,138,101,189,91,98,80,7.12,6.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230,2015-03-15,0,1.95,3.85,4.55,0.513,0.26,0.22,57.59,57.04,41,44,10,10,37,39,25,36,110,124,182,80,85,103,6.95,6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,2015-03-16,2,4.24,3.6,2.1,0.236,0.278,0.476,49.52,56.59,35,48,7,13,28,39,34,27,83,139,170,102,68,120,6.81,6.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
232,2015-03-21,2,2.65,3.25,3.2,0.377,0.308,0.312,47.34,50.94,27,35,6,6,19,28,35,35,79,86,177,62,68,72,6.69,6.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,2015-03-21,0,1.33,6.0,12.0,0.752,0.167,0.083,54.57,48.41,51,33,7,10,50,25,26,31,146,89,217,73,125,87,7.01,6.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,2015-03-21,0,1.47,4.62,8.5,0.68,0.216,0.118,49.63,43.75,38,20,5,4,31,20,19,40,106,82,204,69,84,73,6.9,6.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2015-03-21,2,2.54,3.34,3.88,0.394,0.299,0.258,44.11,44.18,34,27,9,6,26,27,31,35,82,86,186,63,108,96,6.85,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2015-03-21,0,1.67,4.36,6.25,0.599,0.229,0.16,50.58,45.67,44,19,7,2,39,22,39,40,125,85,183,79,105,77,6.87,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
237,2015-03-21,0,1.85,3.69,5.14,0.541,0.271,0.195,45.08,44.99,33,23,2,3,36,22,37,40,115,76,181,54,100,80,6.88,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
238,2015-03-22,2,9.0,4.42,1.54,0.111,0.226,0.649,47.03,57.12,21,58,6,11,21,53,31,20,74,145,174,78,61,105,6.78,7.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2015-03-22,2,2.33,3.5,3.8,0.429,0.286,0.263,54.97,61.39,51,44,15,10,40,40,27,25,144,113,221,76,123,88,6.98,6.97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,2015-04-04,0,1.9,3.89,4.67,0.526,0.257,0.214,54.25,55.66,48,51,12,12,48,41,27,29,148,145,207,106,111,125,7.12,6.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
241,2015-04-04,0,1.32,6.06,15.0,0.758,0.165,0.067,52.52,52.68,61,34,11,9,56,27,22,33,148,86,194,94,108,113,7.11,6.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
242,2015-04-04,0,2.9,3.3,2.88,0.345,0.303,0.347,55.13,55.46,25,41,2,7,28,33,37,19,108,109,182,100,96,92,6.76,6.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,2015-04-04,0,2.38,3.64,3.65,0.42,0.275,0.274,42.7,48.36,19,36,2,4,25,37,44,37,90,119,198,81,80,107,6.73,6.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,2015-04-04,0,1.36,5.7,13.0,0.735,0.175,0.077,55.58,46.58,47,27,12,6,42,19,26,36,117,82,189,69,90,72,6.98,6.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2015-04-04,0,2.07,3.5,4.75,0.483,0.286,0.211,46.77,45.54,38,21,9,5,29,23,35,34,92,82,169,74,74,63,6.82,6.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246,2015-05-04,1,3.6,3.63,2.33,0.278,0.275,0.429,45.88,57.66,20,47,4,7,20,43,42,42,85,129,184,85,77,106,6.74,6.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
