,date,FTR,bk_H,bk_D,bk_A,Prob_bk_H,Prob_bk_D,Prob_bk_A,possession_h_moy,possession_a_moy,points_h,points_a,points_h_last_5,points_a_last_5,total_goals_h,total_goals_a,total_goals_taken_h,total_goals_taken_a,total_ontarget_h,total_ontarget_a,total_shot_off_target_h,total_shot_off_target_a,total_blocked_scoring_att_h,total_blocked_scoring_att_a,mean_rating_home,mean_rating_away,H_Arsenal,H_Bournemouth,H_Burnley,H_Chelsea,H_Crystal Palace,H_Everton,H_Hull,H_Leicester,H_Liverpool,H_Man City,H_Man United,H_Middlesbrough,H_Southampton,H_Stoke,H_Sunderland,H_Swansea,H_Tottenham,H_Watford,H_West Brom,H_West Ham,A_Arsenal,A_Bournemouth,A_Burnley,A_Chelsea,A_Crystal Palace,A_Everton,A_Hull,A_Leicester,A_Liverpool,A_Man City,A_Man United,A_Middlesbrough,A_Southampton,A_Stoke,A_Sunderland,A_Swansea,A_Tottenham,A_Watford,A_West Brom,A_West Ham
117,2016-11-19,0,3.02,3.32,2.75,0.331,0.301,0.364,42.76,48.75,15,12,8,5,15,13,19,18,43,32,70,25,33,38,6.75,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,2016-11-20,2,7.0,4.66,1.57,0.143,0.215,0.637,49.7,55.57,11,25,6,15,10,26,12,9,29,70,79,30,26,50,6.81,7.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2016-11-21,0,1.95,3.5,4.93,0.513,0.286,0.203,36.16,36.5,13,14,5,7,12,11,15,15,38,26,71,31,26,25,6.66,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2016-11-26,2,13.0,7.25,1.35,0.077,0.138,0.741,45.52,69.42,14,27,7,9,11,27,19,11,28,72,81,45,26,59,6.72,7.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,2016-11-26,0,1.8,3.9,5.55,0.556,0.256,0.18,57.05,58.87,28,24,15,7,27,18,9,8,73,68,103,48,54,62,7.14,6.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,2016-11-26,1,3.3,3.25,2.86,0.303,0.308,0.35,42.82,34.72,10,16,3,7,10,16,27,15,36,44,85,31,22,28,6.59,6.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
123,2016-11-26,1,1.93,3.65,4.8,0.518,0.274,0.208,45.68,48.6,12,11,4,5,14,10,20,13,34,30,66,33,44,30,6.64,6.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124,2016-11-26,0,1.2,9.0,19.0,0.833,0.111,0.053,51.62,42.7,27,8,11,6,30,12,14,21,88,32,83,19,69,43,7.04,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,2016-11-26,0,2.72,3.4,2.95,0.368,0.294,0.339,48.13,52.73,6,11,2,0,11,17,22,21,49,52,98,34,27,46,6.69,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2016-11-27,0,1.44,5.64,10.1,0.694,0.177,0.099,54.43,53.57,25,15,9,7,25,14,12,16,57,44,96,32,46,43,7.05,6.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2016-11-27,1,1.5,5.57,9.25,0.667,0.18,0.108,51.93,52.1,19,11,6,7,17,13,14,23,67,34,107,53,57,56,6.95,6.74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,2016-11-27,0,2.2,3.47,3.78,0.455,0.288,0.265,53.72,53.03,14,19,5,5,12,16,12,14,63,64,94,31,51,40,6.77,6.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2016-11-27,2,2.45,3.32,3.71,0.408,0.301,0.27,44.27,48.72,18,13,10,10,17,13,20,19,46,45,87,31,33,39,6.78,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,2016-03-12,0,3.66,3.42,2.4,0.273,0.292,0.417,51.56,55.54,11,17,0,5,21,13,26,12,56,70,106,48,50,54,6.81,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,2016-03-12,2,2.2,3.6,3.8,0.455,0.278,0.263,62.02,54.19,30,31,11,15,29,29,12,10,77,78,126,33,67,55,7.02,7.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2016-03-12,0,1.7,4.1,6.5,0.588,0.244,0.154,44.99,36.1,16,14,10,7,14,12,19,21,46,33,88,31,45,31,6.76,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2016-03-12,0,3.43,3.52,2.4,0.292,0.284,0.417,38.38,47.6,8,13,6,5,12,16,23,22,33,37,59,31,47,46,6.6,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,2016-03-12,0,1.36,5.67,10.0,0.735,0.176,0.1,55.85,47.31,24,9,6,5,19,16,10,26,74,58,112,38,63,29,6.92,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,2016-03-12,0,2.2,3.38,4.03,0.455,0.296,0.248,39.34,45.83,17,18,7,7,17,17,16,21,46,48,86,47,30,34,6.73,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
136,2016-03-12,2,5.57,4.41,1.75,0.18,0.227,0.571,51.46,53.96,12,28,5,9,14,28,24,13,36,60,120,41,56,52,6.74,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2016-04-12,0,5.02,4.05,1.8,0.199,0.247,0.556,53.35,67.55,15,30,4,13,15,32,19,14,47,95,102,43,44,76,6.76,7.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138,2016-04-12,1,4.3,3.66,2.2,0.233,0.273,0.455,53.01,57.7,19,20,4,6,16,18,15,15,65,75,105,47,41,59,6.85,6.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139,2016-05-12,0,1.92,3.6,5.4,0.521,0.278,0.185,47.87,43.37,12,11,6,4,12,11,15,28,32,40,80,30,32,24,6.79,6.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2016-10-12,0,1.4,6.0,10.5,0.714,0.167,0.095,52.84,49.74,31,19,11,10,33,16,14,19,70,50,120,34,55,48,7.09,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,2016-10-12,0,3.54,3.5,2.4,0.282,0.286,0.417,41.43,51.6,14,18,4,6,12,19,23,22,37,55,87,34,36,46,6.7,6.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2016-10-12,1,3.5,3.4,2.5,0.286,0.294,0.4,46.32,51.14,11,14,4,3,11,24,29,26,42,60,104,37,25,52,6.58,6.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2016-10-12,0,5.28,4.12,1.76,0.189,0.243,0.568,50.85,68.17,13,30,2,10,17,30,24,15,42,82,99,52,53,69,6.62,6.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,2016-10-12,0,2.2,3.66,3.68,0.455,0.273,0.272,41.83,44.24,9,11,4,9,16,14,31,24,58,39,82,29,30,53,6.66,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145,2016-10-12,0,3.38,3.4,2.5,0.296,0.294,0.4,47.49,51.96,18,20,6,5,18,17,24,16,53,71,104,35,41,44,6.71,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2016-11-12,0,1.3,6.3,15.0,0.769,0.159,0.067,49.08,35.51,34,20,15,10,32,20,11,17,82,49,118,39,56,30,7.12,6.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,2016-11-12,1,1.31,6.4,11.73,0.763,0.156,0.085,55.92,51.87,30,12,10,2,35,15,18,29,98,39,118,58,78,58,7.03,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,2016-11-12,0,2.25,3.4,3.75,0.444,0.294,0.267,57.39,59.03,21,27,7,8,19,24,16,10,77,89,126,55,63,69,6.96,6.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
149,2016-11-12,0,1.73,3.76,7.2,0.578,0.266,0.139,52.31,50.33,17,15,4,8,13,13,15,15,73,36,106,38,58,39,6.78,6.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,2016-12-13,0,2.43,3.5,3.42,0.412,0.286,0.292,48.72,44.41,18,16,6,4,21,21,25,26,59,48,103,35,52,54,6.76,6.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,2016-12-13,0,4.28,3.8,1.94,0.234,0.263,0.515,54.05,55.26,20,34,2,11,19,36,19,15,75,76,115,48,47,63,6.83,7.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2016-12-14,2,5.56,4.08,1.75,0.18,0.245,0.571,51.35,55.51,15,24,4,9,27,20,29,16,66,82,129,51,55,68,6.82,6.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
153,2016-12-14,0,1.3,6.7,13.0,0.769,0.149,0.077,59.26,46.01,30,21,7,6,32,21,19,26,86,59,121,51,76,42,6.95,6.73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,2016-12-14,2,6.48,4.33,1.71,0.154,0.231,0.585,52.06,67.49,15,31,5,8,13,37,16,20,38,101,101,50,42,87,6.8,7.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,2016-12-14,1,3.32,3.34,2.6,0.301,0.299,0.385,49.07,55.49,19,20,7,7,17,14,22,15,55,76,116,54,50,63,6.78,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
156,2016-12-14,2,10.5,5.75,1.51,0.095,0.174,0.662,42.46,55.78,11,37,9,15,14,33,27,11,41,84,96,41,58,58,6.6,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2016-12-14,0,1.25,7.14,15.0,0.8,0.14,0.067,55.23,45.06,27,12,7,5,24,14,11,32,93,48,126,37,73,27,6.96,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2016-12-14,0,2.08,3.5,4.04,0.481,0.286,0.248,40.65,49.11,20,12,10,7,20,19,18,31,50,63,110,45,30,32,6.73,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159,2016-12-14,0,1.7,4.13,6.12,0.588,0.242,0.163,44.79,35.49,13,17,3,6,17,15,31,25,42,44,118,37,59,38,6.71,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2016-12-17,2,6.85,4.44,1.62,0.146,0.225,0.617,50.85,55.78,15,40,4,15,28,34,31,11,69,90,146,41,55,61,6.81,7.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2016-12-17,0,2.14,3.42,4.1,0.467,0.292,0.244,48.25,49.11,15,12,4,7,13,20,19,34,41,67,89,45,46,35,6.78,6.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,2016-12-17,1,2.82,3.4,2.98,0.355,0.294,0.336,44.62,44.41,20,16,7,4,17,21,22,27,58,52,111,35,51,58,6.78,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,2016-12-17,0,2.67,3.32,3.0,0.375,0.301,0.333,39.67,46.01,11,21,6,6,14,21,28,28,44,61,78,51,59,42,6.6,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,2016-12-17,2,6.1,3.9,1.75,0.164,0.256,0.571,43.66,55.51,23,27,10,9,23,22,19,17,54,88,137,51,34,71,6.77,6.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165,2016-12-17,0,1.71,4.1,6.0,0.585,0.244,0.167,46.55,45.06,16,12,5,2,18,14,31,35,49,53,136,37,62,31,6.73,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2016-12-18,2,3.0,3.3,2.69,0.333,0.303,0.372,53.36,55.49,21,21,9,8,22,14,25,15,62,80,123,54,55,67,6.78,6.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167,2016-12-18,0,2.26,3.6,3.7,0.442,0.278,0.27,63.41,55.26,33,34,9,10,34,37,19,17,93,79,150,48,78,63,6.98,7.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2016-12-18,0,1.25,7.35,15.45,0.8,0.136,0.065,53.84,35.49,30,17,9,3,27,15,11,26,102,46,129,37,85,40,6.96,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2016-12-19,2,4.27,3.85,2.1,0.234,0.26,0.476,53.91,67.49,23,34,5,8,21,40,20,20,79,105,126,50,52,94,6.83,7.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,2016-12-26,0,1.35,5.58,11.0,0.741,0.179,0.091,50.73,36.69,34,23,9,7,38,23,19,21,80,55,143,50,63,37,7.02,6.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,2016-12-26,0,3.06,3.2,2.71,0.327,0.312,0.369,40.86,48.06,17,18,3,7,16,16,28,19,48,45,86,44,42,47,6.69,6.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
172,2016-12-26,0,1.42,5.3,10.4,0.704,0.189,0.096,53.44,52.33,43,21,15,6,35,23,11,28,96,67,141,39,65,58,7.11,6.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2016-12-26,2,10.5,5.82,1.39,0.095,0.172,0.719,51.0,66.8,12,36,2,9,14,36,36,20,58,98,124,63,34,80,6.6,6.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174,2016-12-26,2,2.7,3.4,3.15,0.37,0.294,0.317,45.7,48.61,17,23,5,4,23,21,29,21,60,80,110,43,61,54,6.65,6.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2016-12-26,0,1.25,7.65,17.0,0.8,0.131,0.059,48.07,42.91,30,14,11,6,24,15,17,28,93,46,125,36,72,65,6.98,6.63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176,2016-12-26,2,2.71,3.46,3.11,0.369,0.289,0.322,47.01,53.09,12,19,6,8,20,19,37,31,69,55,117,72,41,71,6.66,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,2016-12-26,1,2.54,3.36,3.24,0.394,0.298,0.309,46.67,50.07,21,15,3,4,21,28,29,32,65,71,129,44,44,55,6.7,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2016-12-27,0,1.34,6.15,11.5,0.746,0.163,0.087,56.99,49.04,37,21,10,8,41,19,20,24,109,65,145,39,96,56,7.04,6.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179,2016-12-28,2,3.11,3.3,2.63,0.322,0.303,0.38,56.92,59.64,24,33,10,9,17,29,16,12,88,111,144,73,69,94,6.81,6.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,2016-12-30,1,4.33,3.5,2.08,0.231,0.286,0.481,46.97,48.61,12,26,1,7,14,23,39,21,61,83,126,43,36,54,6.58,6.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2016-12-31,0,2.4,3.36,3.41,0.417,0.298,0.293,36.37,42.91,20,14,6,6,17,16,28,31,52,50,90,36,42,68,6.7,6.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,2016-12-31,0,1.29,6.85,14.0,0.775,0.146,0.071,50.49,49.04,46,21,15,5,38,20,11,28,100,67,153,39,68,58,7.13,6.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183,2016-12-31,0,2.11,3.6,3.91,0.474,0.278,0.256,42.61,53.09,17,22,4,10,23,23,31,32,62,62,114,72,63,74,6.63,6.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,2016-12-31,0,2.48,3.6,3.18,0.403,0.278,0.314,63.38,66.8,40,39,10,9,45,39,21,20,115,104,161,63,104,84,7.04,6.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
185,2016-12-31,0,1.27,6.3,17.0,0.787,0.159,0.059,53.37,48.06,33,18,13,6,27,16,18,20,102,47,140,44,78,49,7.0,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186,2016-12-31,2,1.8,3.8,6.05,0.556,0.263,0.165,48.87,36.69,24,23,7,6,18,23,20,22,90,56,151,50,73,38,6.78,6.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,2016-12-31,2,2.9,3.5,2.75,0.345,0.286,0.364,50.39,52.33,12,21,3,6,21,23,41,31,76,70,128,39,42,61,6.64,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2017-01-01,0,1.37,5.6,10.5,0.73,0.179,0.095,54.09,50.07,37,16,9,5,39,29,19,33,91,75,162,44,70,56,7.03,6.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2017-01-01,2,6.51,4.28,1.73,0.154,0.234,0.578,51.04,59.64,22,36,4,12,22,33,30,13,68,116,131,73,46,99,6.69,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190,2017-02-01,0,2.48,3.4,3.6,0.403,0.294,0.278,52.36,54.6,27,24,7,7,25,19,23,22,90,91,144,64,60,75,6.85,6.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
191,2017-02-01,0,1.19,8.55,19.0,0.84,0.117,0.053,57.76,37.35,39,23,9,9,39,21,21,29,106,58,149,47,87,44,6.97,6.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2017-02-01,1,2.8,3.2,2.99,0.357,0.312,0.334,45.5,43.7,18,20,3,7,17,24,22,31,49,66,108,44,52,65,6.8,6.66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,2017-02-01,1,11.0,6.2,1.4,0.091,0.161,0.714,45.9,64.36,14,43,3,13,17,46,35,21,53,116,115,59,71,105,6.61,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,2017-02-01,0,2.01,3.8,5.5,0.498,0.263,0.182,39.53,43.66,26,13,6,2,25,16,23,41,59,65,137,47,39,40,6.75,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2017-02-01,2,6.5,4.57,1.7,0.154,0.219,0.588,50.68,57.18,22,36,10,15,23,29,33,19,67,114,176,74,83,86,6.78,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
196,2017-03-01,1,5.45,4.3,1.85,0.183,0.233,0.541,53.58,58.18,24,40,6,9,26,41,31,19,76,98,137,61,61,80,6.77,7.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2017-03-01,2,1.88,3.77,5.0,0.532,0.265,0.2,48.79,49.42,16,12,2,3,29,21,35,44,79,81,136,56,57,46,6.78,6.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
198,2017-03-01,0,2.0,3.58,5.02,0.5,0.279,0.199,45.83,45.8,21,22,2,4,22,23,32,34,69,70,116,56,58,49,6.74,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,2017-04-01,0,3.15,3.4,3.05,0.317,0.294,0.328,58.14,55.02,39,49,12,15,37,42,14,13,122,107,191,56,101,71,7.0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2017-01-14,0,4.33,3.45,2.25,0.231,0.29,0.444,44.25,54.6,23,24,6,4,22,19,31,25,61,94,138,64,46,78,6.7,6.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
