,date,FTR,bk_H,bk_D,bk_A,Prob_bk_H,Prob_bk_D,Prob_bk_A,possession_h_moy,possession_a_moy,points_h,points_a,points_h_last_5,points_a_last_5,total_goals_h,total_goals_a,total_goals_taken_h,total_goals_taken_a,total_ontarget_h,total_ontarget_a,total_shot_off_target_h,total_shot_off_target_a,total_blocked_scoring_att_h,total_blocked_scoring_att_a,mean_rating_home,mean_rating_away,H_Arsenal,H_Aston Villa,H_Bournemouth,H_Chelsea,H_Crystal Palace,H_Everton,H_Leicester,H_Liverpool,H_Man City,H_Man United,H_Norwich,H_Southampton,H_Stoke,H_Sunderland,H_Swansea,H_Tottenham,H_Watford,H_West Brom,H_West Ham,A_Arsenal,A_Aston Villa,A_Bournemouth,A_Chelsea,A_Crystal Palace,A_Everton,A_Leicester,A_Liverpool,A_Man City,A_Man United,A_Norwich,A_Southampton,A_Stoke,A_Sunderland,A_Swansea,A_Tottenham,A_Watford,A_West Brom,A_West Ham
183,2016-01-13,1,2.9,3.58,2.96,0.345,0.279,0.338,56.87,56.13,30,36,7,12,22,32,22,18,93,102,157,55,106,75,6.85,7.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2016-01-13,1,1.55,4.88,7.0,0.645,0.205,0.143,55.13,54.36,36,24,10,3,33,35,20,29,118,85,149,53,96,70,6.97,6.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2016-01-13,0,2.06,3.51,4.33,0.485,0.285,0.231,48.79,46.31,23,26,3,7,24,23,22,21,88,71,156,58,58,72,6.82,6.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,2016-01-13,0,2.05,3.44,4.31,0.488,0.291,0.232,46.36,48.07,28,23,7,10,21,21,21,26,65,65,124,67,49,43,6.8,6.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187,2016-01-13,2,1.83,3.71,5.32,0.546,0.27,0.188,47.51,43.44,16,12,5,3,15,19,26,39,68,66,128,49,58,53,6.66,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188,2016-01-13,2,1.86,3.95,5.25,0.538,0.253,0.19,50.5,41.68,36,37,11,8,33,34,14,25,116,88,131,61,85,56,7.02,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
189,2016-01-16,1,3.75,3.48,2.3,0.267,0.287,0.435,46.35,41.68,10,40,4,8,16,35,36,25,61,90,146,61,60,61,6.73,6.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,2016-01-16,0,1.95,3.68,4.75,0.513,0.272,0.211,48.29,48.07,21,23,5,9,23,22,36,29,79,67,124,67,70,43,6.72,6.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191,2016-01-16,1,1.83,3.97,5.47,0.546,0.252,0.183,54.37,54.36,23,25,9,3,26,35,29,29,80,87,153,53,84,72,6.8,6.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2016-01-16,0,1.4,5.34,10.0,0.714,0.187,0.1,52.34,48.02,37,28,8,5,33,18,20,19,123,81,171,49,106,53,6.97,6.79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2016-01-16,0,1.8,3.75,6.18,0.556,0.267,0.162,47.39,40.05,26,24,6,5,26,21,22,27,95,63,171,43,59,43,6.84,6.72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,2016-01-16,0,1.4,5.49,10.2,0.714,0.182,0.098,49.63,43.44,36,15,10,6,33,23,15,41,121,70,133,49,96,53,7.0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
195,2016-01-17,2,2.63,3.37,3.5,0.38,0.297,0.286,57.28,61.29,31,32,7,4,25,24,25,17,99,67,158,42,116,65,6.86,6.81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
196,2016-01-17,1,4.33,3.61,2.46,0.231,0.277,0.407,51.55,56.13,31,37,9,10,24,35,22,21,69,107,147,55,52,79,6.81,7.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2016-01-18,0,2.5,3.31,3.59,0.4,0.302,0.279,49.54,46.31,16,26,5,4,17,23,30,23,73,72,118,58,60,75,6.64,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,2016-01-23,2,3.65,3.51,2.22,0.274,0.285,0.45,48.72,56.15,28,39,2,10,18,37,23,16,84,132,154,51,54,102,6.76,7.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
199,2016-01-23,0,2.1,3.71,4.45,0.476,0.27,0.225,43.19,50.25,41,32,6,10,36,24,26,22,95,75,159,60,63,57,6.97,6.81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,2016-01-23,2,2.09,3.5,4.84,0.478,0.286,0.207,57.36,50.9,35,29,7,9,25,29,17,22,68,100,135,86,66,61,6.82,6.87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,2016-01-23,2,4.35,3.52,2.0,0.23,0.284,0.5,47.35,60.43,23,31,6,7,22,25,32,26,70,103,149,86,47,121,6.63,6.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202,2016-01-23,1,3.06,3.45,2.66,0.327,0.29,0.376,44.17,51.79,15,24,6,5,24,26,45,36,72,87,146,45,54,71,6.65,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2016-01-23,1,2.36,3.3,4.0,0.424,0.303,0.25,41.6,53.65,24,11,4,5,21,17,30,37,63,66,127,60,46,64,6.69,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2016-01-23,1,5.4,4.22,1.73,0.185,0.237,0.578,49.44,57.83,32,40,11,11,31,37,24,20,97,127,166,67,61,113,6.9,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
205,2016-01-24,2,2.32,3.62,4.0,0.431,0.276,0.25,55.52,58.61,38,24,8,7,35,29,21,32,110,87,146,72,83,88,7.07,6.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2016-01-24,2,1.75,3.92,5.77,0.571,0.255,0.173,52.14,52.28,26,19,3,7,38,18,32,30,91,75,136,55,74,64,6.91,6.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,2016-02-02,1,1.83,3.75,5.39,0.546,0.267,0.186,54.53,50.9,38,32,5,9,35,30,22,22,111,102,166,86,84,61,7.05,6.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
208,2016-02-02,2,2.64,3.3,3.25,0.379,0.303,0.308,47.21,51.79,28,25,1,5,19,27,26,37,87,92,168,45,59,74,6.75,6.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2016-02-02,0,2.92,3.44,2.9,0.342,0.291,0.345,44.8,60.43,44,34,9,7,39,30,26,30,100,110,170,86,66,125,6.99,6.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210,2016-02-02,0,1.75,3.92,6.75,0.571,0.255,0.148,55.42,50.25,35,32,7,7,25,24,18,25,69,77,132,60,68,58,6.8,6.79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
211,2016-02-02,2,5.08,3.98,1.9,0.197,0.251,0.526,49.14,56.15,23,42,6,10,26,40,37,17,75,143,157,51,48,109,6.64,7.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212,2016-02-02,2,8.0,4.89,1.5,0.125,0.204,0.667,45.81,57.83,16,41,7,9,25,39,46,22,77,130,157,67,58,122,6.65,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,2016-02-02,1,2.7,3.1,3.22,0.37,0.323,0.311,43.85,52.28,25,22,5,7,21,20,30,31,63,80,129,55,47,65,6.7,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
214,2016-02-02,0,1.91,3.57,4.95,0.524,0.28,0.202,46.27,53.65,33,12,11,5,33,17,26,37,100,70,162,60,63,68,6.89,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2016-03-02,1,5.0,3.75,2.01,0.2,0.267,0.498,47.72,58.61,26,27,1,9,23,30,24,32,74,93,139,72,78,91,6.81,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2016-06-02,0,2.56,3.27,3.3,0.391,0.306,0.303,47.23,47.87,12,23,5,3,17,26,39,40,72,78,146,73,70,50,6.73,6.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
217,2016-06-02,1,1.45,4.86,8.6,0.69,0.206,0.116,50.27,43.94,34,16,4,7,30,25,32,47,111,80,184,55,133,61,6.85,6.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
218,2016-06-02,2,1.62,4.29,6.21,0.617,0.233,0.161,51.47,41.51,44,47,11,11,40,41,22,26,132,106,186,72,124,69,7.0,7.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,2016-06-02,0,1.77,3.98,5.5,0.565,0.251,0.182,48.14,51.07,33,36,10,13,30,35,22,26,105,106,203,73,68,66,6.89,6.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,2016-06-02,2,2.94,3.4,2.9,0.34,0.294,0.345,49.18,54.81,32,26,4,3,24,39,28,34,77,93,154,64,61,81,6.76,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2016-06-02,1,2.39,3.3,3.7,0.418,0.303,0.27,49.18,47.24,23,28,7,0,21,20,32,28,84,90,161,58,71,64,6.68,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,2016-06-02,0,1.52,4.4,8.0,0.658,0.227,0.125,52.28,46.2,45,27,10,1,43,23,17,24,149,77,148,60,111,85,7.04,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
223,2016-07-02,2,4.53,3.66,2.1,0.221,0.273,0.476,53.06,56.23,28,39,8,6,29,35,38,22,96,122,153,68,76,89,6.76,7.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2016-07-02,1,2.2,3.37,4.04,0.455,0.297,0.248,56.89,59.45,28,38,9,10,30,28,32,18,97,74,163,52,96,73,6.84,6.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
225,2016-02-13,2,2.1,3.57,4.38,0.476,0.28,0.228,50.59,51.52,28,32,7,4,29,24,40,31,100,80,162,65,82,65,6.75,6.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226,2016-02-13,2,2.3,3.3,3.78,0.435,0.303,0.265,44.05,46.2,29,27,1,1,21,23,29,25,92,77,159,60,68,86,6.76,6.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,2016-02-13,2,1.6,4.49,7.65,0.625,0.223,0.131,47.45,40.43,29,26,6,6,42,22,34,31,99,70,154,53,86,50,6.92,6.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,2016-02-13,1,2.6,3.42,3.25,0.385,0.292,0.308,45.32,51.07,23,36,0,10,26,35,42,27,83,108,178,73,53,76,6.6,6.89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,2016-02-13,0,5.5,3.75,1.8,0.182,0.267,0.556,46.08,59.45,17,39,5,10,27,29,49,19,82,81,153,52,62,77,6.65,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230,2016-02-13,2,3.25,3.26,2.6,0.308,0.307,0.385,51.85,49.69,24,36,8,13,22,31,33,22,87,107,171,89,78,71,6.69,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
231,2016-02-14,0,1.8,4.23,5.32,0.556,0.236,0.188,50.45,41.51,42,50,6,13,37,44,22,27,127,113,178,72,92,71,7.07,7.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,2016-02-14,2,5.81,3.87,2.0,0.172,0.258,0.5,50.54,61.33,15,35,8,5,19,32,39,34,74,116,166,93,73,137,6.76,6.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233,2016-02-14,2,2.15,3.75,3.9,0.465,0.267,0.256,56.9,56.96,44,48,8,12,41,44,25,17,136,157,205,60,130,119,6.99,7.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,2016-02-27,0,1.57,4.42,6.95,0.637,0.226,0.144,41.26,47.91,50,24,10,1,45,28,29,44,116,86,178,80,71,56,7.01,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235,2016-02-27,2,3.23,3.37,2.65,0.31,0.297,0.377,51.14,57.89,39,29,13,7,32,31,22,33,112,102,202,78,76,101,6.9,6.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2016-02-27,0,1.92,3.75,6.16,0.521,0.267,0.162,48.2,52.13,35,15,4,5,27,19,32,45,86,75,168,69,66,74,6.75,6.72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2016-02-27,1,2.64,3.36,3.22,0.379,0.298,0.311,46.83,52.86,30,28,4,7,25,30,26,43,81,102,159,56,90,87,6.83,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,2016-02-27,0,2.96,3.23,2.9,0.338,0.31,0.345,40.43,47.75,29,29,6,1,23,22,31,31,71,97,163,66,51,70,6.73,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2016-02-27,0,1.86,3.75,4.75,0.538,0.267,0.211,44.31,43.08,37,20,8,5,37,29,29,50,114,87,191,65,76,68,6.89,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,2016-02-28,0,1.5,4.5,9.0,0.667,0.222,0.111,55.22,52.92,51,24,15,8,46,22,18,34,160,89,172,71,120,81,7.04,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
241,2016-02-28,0,3.46,3.4,2.6,0.289,0.294,0.385,57.59,57.55,39,45,7,8,30,39,21,23,87,133,151,80,82,98,6.82,7.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2016-01-03,2,5.48,4.14,1.91,0.182,0.242,0.524,48.38,56.43,15,29,4,5,20,42,47,35,76,105,169,76,74,101,6.72,6.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2016-01-03,0,2.91,3.3,2.74,0.344,0.303,0.365,51.47,48.61,29,39,5,10,30,33,43,24,105,114,184,92,91,78,6.74,6.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
244,2016-01-03,1,1.73,3.95,6.0,0.578,0.253,0.167,40.08,40.87,53,32,12,8,46,26,29,33,119,76,187,58,76,52,7.01,6.74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
245,2016-01-03,2,5.56,4.08,1.72,0.18,0.245,0.581,48.58,57.89,24,32,1,9,28,33,45,34,87,106,185,78,59,104,6.6,6.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,2016-01-03,1,2.5,3.36,3.2,0.4,0.298,0.312,41.51,47.75,20,29,5,1,29,24,51,34,91,99,193,66,71,75,6.66,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2016-02-03,2,1.37,5.95,12.55,0.73,0.168,0.08,54.97,52.92,45,24,7,5,41,23,26,36,138,93,185,71,101,85,7.05,6.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
248,2016-02-03,0,2.79,3.53,2.88,0.358,0.283,0.347,56.72,57.54,38,44,7,7,38,42,34,27,125,140,210,86,138,138,6.88,6.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249,2016-02-03,0,1.67,3.99,6.3,0.599,0.251,0.159,52.84,46.25,42,31,7,5,33,25,23,26,92,82,141,69,83,94,6.82,6.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250,2016-02-03,0,4.03,3.64,2.24,0.248,0.275,0.446,50.93,56.98,40,54,8,15,38,48,29,19,117,175,211,73,76,126,6.89,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,2016-05-03,1,1.53,4.5,7.63,0.654,0.222,0.131,53.46,51.81,35,38,11,6,35,29,35,33,108,89,194,71,108,68,6.85,6.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252,2016-05-03,2,1.8,4.27,5.39,0.556,0.234,0.186,49.89,49.96,32,43,7,10,45,39,36,29,112,120,192,85,103,81,6.92,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,2016-05-03,0,1.22,7.99,18.14,0.82,0.125,0.055,52.76,51.75,44,15,4,3,42,21,30,50,141,81,205,73,139,79,6.96,6.71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2016-05-03,1,1.63,4.2,6.75,0.613,0.238,0.148,45.64,44.32,39,21,7,5,33,31,26,53,115,97,215,72,80,75,6.87,6.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
255,2016-05-03,0,2.16,3.5,4.2,0.463,0.286,0.238,48.95,47.84,27,24,5,1,25,29,37,47,95,89,173,87,89,63,6.69,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,2016-05-03,1,2.5,3.6,3.29,0.4,0.278,0.304,56.66,57.94,54,45,12,7,48,42,20,28,178,142,198,87,126,107,7.02,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,2016-05-03,2,3.01,3.4,2.62,0.332,0.294,0.382,42.51,44.37,31,54,5,10,25,48,27,31,86,123,178,88,97,83,6.82,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,2016-06-03,2,3.8,3.51,2.15,0.263,0.285,0.465,48.04,60.43,30,41,2,10,26,41,36,34,104,132,195,96,79,139,6.75,6.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
259,2016-06-03,0,4.45,3.61,2.05,0.225,0.277,0.488,45.58,58.01,33,45,9,10,28,34,35,23,79,95,159,59,54,88,6.74,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
260,2016-12-03,0,2.02,3.54,4.5,0.495,0.282,0.222,51.43,53.13,32,30,7,7,32,26,43,37,109,98,177,76,94,91,6.75,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,2016-12-03,1,6.85,4.31,1.63,0.146,0.232,0.613,48.65,58.51,24,47,1,6,29,46,48,30,92,150,203,96,65,142,6.61,6.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,2016-12-03,2,2.75,3.25,2.91,0.364,0.308,0.344,49.93,49.71,39,40,7,7,30,34,34,27,94,120,200,96,72,87,6.76,6.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
263,2016-03-13,2,7.5,4.5,1.52,0.133,0.222,0.658,51.01,56.61,15,55,3,10,21,50,54,22,82,189,196,80,80,134,6.69,7.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
264,2016-03-19,1,1.83,3.9,5.25,0.546,0.256,0.19,52.73,49.96,36,46,9,10,36,42,36,31,115,125,223,85,113,86,6.85,6.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,2016-03-19,2,3.0,3.4,2.66,0.333,0.294,0.376,43.41,44.37,30,57,2,10,27,49,38,31,108,130,219,88,83,83,6.74,7.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266,2016-03-19,2,2.7,3.66,2.7,0.37,0.273,0.37,53.13,57.94,32,46,6,7,47,44,39,30,120,146,183,87,108,111,6.91,7.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,2016-03-19,0,1.73,4.05,6.0,0.578,0.247,0.167,49.48,50.8,30,15,6,0,28,21,40,56,102,84,191,79,93,84,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2016-03-19,2,2.5,3.27,3.79,0.4,0.306,0.264,45.6,52.44,31,39,4,7,25,31,28,36,90,96,180,78,100,76,6.83,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
269,2016-03-19,2,2.44,3.3,3.7,0.41,0.303,0.27,40.94,46.91,36,25,11,2,29,29,35,48,81,92,163,91,58,66,6.75,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
